Sanctioned Entity,Sanction Amount,Sanction Reason,Sanction Date
INVEST BANCA  SPA,30000.0,"- violazioni della disciplina antiriciclaggio (artt. 7, 16, 17, 18, 19, 20, 24, 25, 35, 36 d.lgs. n.  
231/2007; Parti I, II e III, Provvedimento della Banca d’Italia del 26.3.2019 “Disposizioni  
in materia di organizzazione, procedure e controlli interni volti a prevenire l’utilizzo degli  
intermediari a fini di riciclaggio e di finanziamento del terrorismo”; Parte I, II, IV e VI,  
Provvedimento della  Banca d’Italia del 30.7.2019 “Disposizioni in materia di adeguata  
verifica della clientela per il contrasto del riciclaggio e del finanziamento del terrorismo”;  
art. 62, co. 1, d.lgs. n. 231/2007) . 
CONSIDERATO che le suddette irregolarità sono state conte state a Invest Banca Spa in 
a.s., nella persona del legale rappresentante pro-tempore , secondo le formalità previste dall’art. 
145 TUB, richiamato dall’art. 65 del d.lgs. n. 231/2007;  
CONSIDERATI le deduzioni presentate nel corso dell’ist ruttoria e ogni al tro elemento 
istruttorio;  
VISTA la nota (omissis)  con cui il Servizio Rapporti Istituzionali di Vigilanza, in 
osservanza del principio della distinzione tra funzioni istruttorie e funzioni decisorie rispetto 
all’irrogazione della sanzione, fissato dall’art . 24 della l. n. 262/2005, ha proposto al Direttorio 
della Banca d’Italia l’applicazione , nei confronti di Invest Banca Spa in a.s. , di sanzioni 
amministrative pecuniarie ex art. 62 del d.lgs. n. 231 /2007, trasmettendo i relativi atti;                                                                        
 
Provvedimenti sanzionatori  
 
 
2 
 VISTA la nota (omiss is) con la quale il Servizio Rapporti Istituzionali di Vigilanza ha 
trasmesso a Invest Banca Spa in a.s.  la proposta di sanzione e i relativi allegati;  
CONSIDERATO  che (omissis)  i commissari straordinari di Invest Banca Spa in a.s . 
hanno  dichiarato di non a vere osservazioni in merito alla proposta del Servizio Rapporti 
Istituzionali di  Vigilanza;  
VISTO il parere dell’Avvocato Generale (omissis) ; 
VISTA la delibera del Direttorio (omissis);  
LA BANCA D’ITALIA  
ESAMINATI gli atti del procedimento  e ritenuto, quin di, che sussist ono gli estremi per 
l’irrogazione della sanzione amministrativa  pecuniaria, per le ragioni illustrate nella delibera  
(omissis);  
DISPONE  CHE  
a Invest Banca Spa in a.s.  sia inflitta, ai sensi d ell’art. 62 del d.lgs. n. 231/2007 , per le 
irregol arità sopra indicate, la sanzione amministrativa pecuniaria di € 30.000.",2019-03-26
INVEST BANCA  SPA,30000.0,,2021-06-22
INVEST BANCA SPA,40000.0,"-     violazione delle disposizioni di governo societario, controlli interni e gestione dei rischi  
(art. 53, co. 1, lett. b) e d), TUB; Parte I, Tit. IV, Cap. 1, Cap. 3 e relativo Allegato A,  
Circ. 285/13; art. 144,  co.1, lett. a), TUB) . 
CONSIDERATO che l e suddett e irregolarità sono state contestat e a Invest Banca Spa in 
a.s., nella persona del legale rappresentante pro-tempore , secondo le formalità previste dall’art. 
145 TUB ; 
CONSIDERATI le deduzioni presentate nel corso dell’istruttoria e ogni altro elemento 
istruttorio;  
VISTA la nota (omissis) con cui il Servizio Rapporti Istituzionali di Vigilanza , in 
osservanza del principio della distinzione tra funzioni istruttorie e funzioni decisorie rispetto 
all’irrogazione della sanzione, fissato dall’art. 24 della l. n. 262/2005, ha proposto al Direttorio  
della Banca d’Italia l’applicazione  nei confronti di Invest Banca Spa in a.s. di sanzioni 
amministrative pecuniarie ex art. 144 TUB , trasmettendo i relativi atti;  
VISTA la nota (omissis) con la quale il Servizio Rapporti Istituzionali di Vigilanza ha 
trasmesso a Invest Banca Spa in a.s. la proposta di sanzione e i relativi allegati;  
CONSIDERATO  che (omissis)  i commissari straordinari di Invest Banca Spa in a.s.  
hanno dichia rato di non avere osservazioni in merito alla proposta del Servizio Rapporti  
Istituzionali di Vigilanza ; 
VISTO il parere dell’Avvocato Generale  (omissis);  
VISTA la delibera del Direttorio (omissis);  
LA BANCA D’ITALIA  
ESAMINATI gli atti del procedimento  e ritenut o, quindi,  che sussist ono gli estremi per 
l’irrogazione della sanzione amministrativa pecuniaria, per le ragioni illustrate nella delibera 
(omissis);                                                                         
 
Provvedimenti sanzionatori  
 
 
2 
 DISPONE  CHE  
a Invest Banca Spa in a.s.  sia inflitta, ai sensi del l’art. 144, TUB per le irregolarità  sopra 
indicate, la sanzione amministrativa pecuniaria di € 40.000.",2021-06-22
MICROCREDITO ITALIANO  SPA,15.0,"- carenze nell’organizz azione e nei controlli in materia di antiriciclaggio da parte dei 
componenti del Consiglio di amministrazione (artt. 15, 16, 17, 18, 19, 20, 24, 25, 36, d.lgs. 231/2007; Provv. B.I. del 26.3.2019, “Disposizioni in materia di organizzazione,                                                                        
 
Provvedimenti sanzionatori  
 
 
2 
 procedure e controlli interni volti a prevenire l’utilizzo degli intermediari a fini di  
riciclaggio e di finanziamento del terrorismo”; art. 62, co. 2, d.lgs. 231/2007);  
- carenze nei controlli in materia di antiriciclaggio da parte dei componenti del Collegio 
sindacale (a rtt. 15, 16, 17, 18, 19, 20, 24, 25, 36, d.lgs. 231/2007; Provv. B.I. del 
26.3.2019, “Disposizioni in materia di organizzazione, procedure e controlli interni volti a prevenire l’utilizzo degli intermediari a fini di riciclaggio e di finanziamento del  
terrorismo”; art. 62, co. 2, d.lgs. 231/2007) . 
CONSIDERATO che le suddette irregolarità sono state contestate ai componenti del  
Consiglio di amministrazione e del Collegio sindacale di Microcredito Italiano Spa,  in 
liquidazione, secondo le formalità previste d all’art. 145 TUB, richiamato dall’art. 65 del d.lgs. 
n. 231/2007;  
CONSIDERATI  le deduzioni presentate nel corso dell’istruttoria e ogni altro elemento  
istruttorio;  
VISTA la nota (omissis)  con cui il Servizio Rapporti Istituzionali di Vigilanza, in 
osservan za del principio della distinzione tra funzioni istruttorie e funzioni decisorie rispetto 
all’irrogazione della sanzione, fissato dall’art. 24 della l. n. 262/2005, ha proposto al Direttorio 
della Banca d’Italia l’applicazione nei confronti dei componenti del Consiglio di  
amministrazione e del Collegio sindacale di Microcredito Italiano Spa, in liquidazione, di 
sanzioni  amministrativ e pecuniari e ex art. 62 del d.lgs. n. 231/2007, trasmettendo i relativi atti;  
VISTA  la nota (omissis)  con la quale il Servizio  Rapporti Istituzionali di  Vigilanza ha 
trasmesso agli interessati la proposta conclusiva della fase istruttoria e i relativi  allegati; 
VISTE  le ulteriori osservazioni presentate in merito alla proposta del Servizio Rapporti  
Istituzionali di Vigilanza dagli esponenti di Microcredito Italiano Spa, in liquidazione;  
VISTO il parere dell’Avvocato Generale (omissis) ; 
VISTA la delibera del Direttorio (omissis);  
LA BANCA D’ITALIA  
ESAMINATI gli atti del procedimento , considerate le ulteriori osservazioni presentate  
dagli esponenti non idonee a superare la proposta del Servizio Rapporti Istituzionali di 
Vigilanza  e ritenuto , quindi, che sussist ono gli estremi per l’irrogazione d i sanzioni  
amministrativ e pecuniari e, per le ragioni illustrate nella delibera (omissis);  
DISPONE  CHE  
a carico delle persone di seguito indicate, nella qualità precisata, siano inflitte, ai sensi  
dell’art. 62 del d.lgs. n. 231/2007, per le irregolarità sopra indicate, le seguenti sanzioni  
amministrative pecuniarie:  
 
1) componenti del Consiglio di amministrazione di Microcredito Italiano Spa, in liquidazione,  
 
- Luca Beghetto , € 15.000;  
 
- Bernardo Botti , € 15.000;  
                                                                        
 
Provvedimenti sanzionatori  
 
 
3 
 - Gianluca D’Angelo , € 10.000;  
 
- Giancarlo Rizzani , € 10.000;  
 
2) componenti del Collegio sindacale di Microcredito Italiano Spa, i n liquidazione, 
 
- Alessandro Iazzetta , € 10.000;  
 
- Andrea Borgna , € 10.000;  
 
- Andrea Collalti, € 10.000.",2021-10-27
,22.0,,2021-09-10
MICROCREDITO ITALI ANO SPA,30000.0,"- carenze nell’organizzazione e nei controlli in materia di antiriciclaggio (artt. 15.16, 17,  18, 
19, 20, 24, 25, 36 e 62 del d.lgs. n. 231/2007; provve dimento della Banca d’Italia  del 23 
marzo 2019 “Disposizioni in materia di organizzazione, procedure e controlli  interni volti 
a prevenire l’utilizzo degli intermediari a fini di riciclaggio e di  finanziamento del 
terrorismo”) .  
CONSIDERATO che le suddette irregolarità sono state conte state a Microcredito Italiano 
Spa, nella persona del legale rappresentante pro-tempore , secondo le formalità previste dall’art. 
145 TUB, richiamato dall’art. 65 del d.lgs. n. 231/2007;  
CONSIDERATI le deduzioni presentate nel corso dell’ist ruttoria e ogni al tro elemento 
istruttorio;  
VISTA la nota (omissis)  con la quale  il Servizio Rapporti Istituzionali di Vigilanza, in 
osservanza del principio della distinzione tra funzioni istruttorie e funzioni decisorie rispetto                                                                        
 
Provvedimenti sanzionatori  
 
 
2 
 all’irrogazione della sanzione, fissato dall’art . 24 della l. n. 262/2005, ha proposto al Direttorio 
della Banca d’Italia l’applicazione  nei confronti di Microcredito Italiano Spa  di sanzioni 
amministrative pecuniarie ex art. 62 del d.lgs. n. 231 /2007, trasmettendo i relativi atti; 
VISTA la nota (omiss is) con la quale il Servizio Rapporti Istituzionali di Vigilanza ha 
trasmesso a Microcredito Italiano Spa  la proposta di sanzione e i relativi allegati;  
VISTE  le ulteriori osservazioni presentate (omissis)  da Microcredito Italiano Spa in  
merito alla proposta del Servizio Rapporti Istituzionali di Vigilanza;   
VISTO il parere dell’Avvocato Generale (omissis) ; 
VISTA la delibera del Direttorio (omissis);  
LA BANCA D’ITALIA  
ESAMINATI gli atti del procedimento , considerate le ulteriori osservazioni presentate  
dalla società non idonee a superare la pro posta del Servizio Rapporti Istituzionali di Vigilanza  
e ritenuto, quin di, che sussist ono gli estremi per l’irrogazione della sanzione amministrativa  
pecuniaria, per le ragioni illustrate nella delibera  (omissis);  
DISPONE  CHE  
a Microcredito Italiano Spa  sia inflitta, ai sensi d ell’art. 62 del d.lgs. n. 231/2007 , per le 
irregol arità sopra indicate, la sanzione amministrativa pecuniaria di € 30.000.",2020-02-23
,14.0,,2021-08-04
,160000.0,,2020-02-23
,60000.0,,2020-02-23
ORA BANCA POPOLARE DI BARI SPA,1500.0,,2020-02-23
ORA BANCA POPOLARE DI BARI SPA,35000.0,"- carenze nell’organizzazione e nei controlli interni e connessi riflessi sull’adeguatezza  
patrim oniale (art. 53, co. 1, lett. a), b) e d), TUB; Parte I, Tit. IV, Capp. 1,  2 e 3, Circ. 
285/13; art. 144 -ter, co. 1, lett. a), TUB) . 
CONSIDERATO che l e suddett e irregolarità sono state contestat e secondo le formalità 
previste dall’art. 145 TUB ; 
CONSIDERAT O che non sono state presentate controdeduzioni ;  
CONSIDERATO che, nella riunione (omissis), la Commissione per l’ esame delle 
irregolarità, valutat i le irregolarità accertat e, le controdeduzioni presentate e ogni altro 
elemento istruttorio, ha ritenuto  sussistenti i presupposti per l’applicazione di sanzioni 
amministrative a carico di Arturo Sanguinetti ex componente del Consiglio di amministrazione 
di Banca Popolare di Bari Scpa (ora Banca Popolare di Bari Spa) ; 
CONSIDERATE le risultanze dell’istruttoria;  
VISTA la nota (omissis) con cui il Servizio Rapporti Istituzionali di Vigilanza , in 
osservanza del principio della distinzione tra funzioni istruttorie e funzioni decisorie rispetto 
all’irrogazione della sanzione, fissato dall’art. 24 della l. n. 262/2005, ha proposto al Direttorio  
della Banca d’Italia , in conformità con il parere della Commissione per l’ esame delle 
irregolarità,  l’applicazione  nei confronti  dell’ex componente del Consiglio di amministrazione  
di Banca Popolare di Bari Scpa , Arturo Sanguinett i di una sanzione  amministrativ a pecuniaria  
ex art. 144 -ter TUB, trasmettendo i relativi atti ; 
CONSIDERATO  che, non avendo partecipato all’istruttoria, ad Arturo Sanguinetti non è  
stata trasmessa la proposta del Servizio Rapporti Istituzionali di Vigilanza , come previsto dal                                                                         
 
Provvedimenti sanzionatori  
 
 
2 
 Provvedimento della Banca d’Italia del 18 dicembre 2012, come successivamente modificato e  
integrato ; 
VISTO il parere dell’Avvocat o Generale  (omissis);  
VISTA la delibera del Direttorio (omissis);  
LA BANCA D’ITALIA  
ESAMINATI gli atti del  procedimento  e ritenuto che sussistono gli estremi per 
l’irrogazione di sanzioni  amministrative  pecuniarie , per le ragioni illustrate nella delibera 
(omissis);  
DISPONE  CHE  
ad Arturo Sanguinetti  sia inflitt a, ai sensi dell’art. 144 -ter TUB, per le irregola rità sopra 
indicate, l a sanzion e amministrativ a pecuniari a di € 35.000.",2020-02-23
ORA BANCA POPOLARE DI BARI SPA,50000.0,"- carenze nell’organizzazione e nei controlli interni  e connessi riflessi sull’adeguatezza 
patrimoniale  (art. 53, co. 1, lett. a), b) e d) , TUB ; Parte I, Tit. IV, Cap p. 1, 2 e 3, Circ. 
285/13 ; art. 144, co. 1, lett. a), TUB) . 
CONSIDERATO che l e suddett e irregolarità sono state contestat e a Banca Popolare di 
Bari Scpa , nella persona del legale rappresentante pro-tempore , secondo le formalità previste 
dall’art. 145 TUB ; 
CONS IDERATO  che, nella riunione (omissis) , la Commissione per l’esame delle  
irregolarità, valutate le irregolarità contestate, le controdeduzioni presentate e ogni altro 
elemento  istruttorio, ha ritenuto confermate le violazioni e sussistenti i presupposti per  
l’irrogazione di una  sanzione amministrativa pecuniaria, ex art. 144 TUB, nei confronti di 
Banca Popolare di Bari Spa;  
CONSIDERATI le deduzioni presentate nel corso dell’istruttoria e ogni altro elemento 
istruttorio;  
VISTA la nota (omissis) con cui il Se rvizio Rapporti Istituzionali di Vigilanza , in 
osservanza del principio della distinzione tra funzioni istruttorie e funzioni decisorie rispetto 
all’irrogazione della sanzione, fissato dall’art. 24 della l. n. 262/2005, ha proposto al Direttorio  
della Banc a d’Italia , in conformità con il parere della Commissione per l’esame delle 
irregolarità,  l’applicazione  nei confronti di Banca Popolare di Bari Spa  di sanzioni 
amministrative pecuniarie ex art. 144 TUB, t rasmettendo i relativi atti;  
VISTA la nota (omissis ) con la quale il Servizio Rapporti Istituzionali di Vigilanza ha 
trasmesso a  Banca Popolare di Bari Spa  la proposta di sanzione e i relativi allegati;                                                                         
 
Provvedimenti sanzionatori  
 
 
2 
 CONSIDERATO  che Banca Popolare di Bari Spa non ha presentato osservazioni in 
merito alla proposta del Se rvizio Rapporti Istituzionali di Vigilanza;  
VISTO il parere dell’Avvocato Generale  (omissis);  
VISTA la delibera del Direttorio (omissis);  
LA BANCA D’ITALIA  
ESAMINATI gli atti del procedimento  e ritenut o, quindi,  che sussist ono gli estremi per 
l’irrogazione  della sanzione amministrativa pecuniaria, per le ragioni illustrate nella delibera 
(omissis);  
DISPONE  CHE  
a Banca Popolare di Bari Spa sia inflitta, ai sensi del l’art. 144, TUB per le irregolarità 
sopra indicate, la sanzione amministrativa pecuniaria di € 50.000.",2020-02-23
BANCA DI CREDITO PELORITANO SPA,100000.0,,2020-02-23
BANCA DI CREDITO PELORITANO SPA,31.0,,2021-09-20
BANCA DI CREDITO PELORITANO SPA,31.0,"- carenze nell’organizzazione e nei controlli interni , con particolare riferimento al 
processo del credito da parte dei componenti ed ex componenti del Consiglio di 
amministrazione e del Direttore generale (art. 53, co. 1, lett. b) e d) , d.lgs. 385/93 ; 
Parte I, Tit. IV, Cap. 1 e Cap. 3,  Circ. 285/13 ; art. 144 -ter, d.lgs. 385/93) ; 
- carenze nei controlli con particolare riferimento al processo del credito da parte dei  
componenti del Collegio sindacale (art. 53, co. 1, lett. b) e d), d.lgs. 385/93; Parte I,  
Tit. IV, Cap. 1 e Cap. 3, Circ. 285/1 3; art. 144 -ter, d.lgs. 385/93).  
CONSIDERATO che l e suddett e irregolarità sono state contestat e ai componenti ed ex 
componenti del Consiglio di amministrazione, al Direttore generale e ai componenti del 
Collegio sindacale di  Banca di Credito Peloritano Spa , in a .s., secondo le formalità previste 
dall’art. 145 TUB ; 
CONSIDERAT I le deduzioni presentate nel corso dell’istruttoria e ogni altro elemento 
istruttorio ; 
VISTA la nota (omissis) con la quale  il Servizio Rapporti Istituzionali di Vigilanza , in 
osservanz a del principio della distinzione tra funzioni istruttorie e funzioni decisorie rispetto 
all’irrogazione della sanzione, fissato dall’art. 24 della l. n. 262/2005, ha proposto al Direttorio  
della Banca d’Italia l’applicazione  nei confronti di esponenti ed ex esponenti di Banca di 
Credito Peloritano Spa, in a .s., di sanzioni amministrative pecuniarie ai sensi dell’ art. 144 -ter 
del TUB, t rasmettendo i relativi atti;                                                                         
 
Provvedimenti sanzionatori  
 
 
2 
 VISTA  la nota (omissis)  con la quale il Servizio Rapporti Istituzionali di  Vigilanza ha 
trasme sso agli interessati la proposta di sanzione e i relativi allegati;  
VISTE  le ulteriori osservazioni presentate in merito alla proposta del Servizio Rapporti  
Istituzionali di Vigilanza dagli esponenti ed ex esponenti di Banca di Credito Peloritano Spa,  
ora in a.s.;  
VISTO il parere dell’Avvocato Generale  (omissis);  
VISTA la delibera del Direttorio (omissis);  
LA BANCA D’ITALIA  
ESAMINATI gli atti del procedimento , considerate le ulteriori osservazioni presentate  
dagli esponenti ed ex esponenti non idonee a supe rare la proposta del Servizio Rapporti  
Istituzionali di Vigilanza  e ritenut o, quindi, che sussist ono gli estremi per l’irrogazione di 
sanzion i amministrativ e pecuniari e, per le ragioni illustrate nella delibera (omissis);  
DISPONE  CHE  
a carico delle persone  di seguito indicate, nella qualità precisata , sia inflitta, ai sensi 
dell’art. 144-ter TUB , per le irregolarità sopra indicate, l e seguenti sanzion i amministrativ e 
pecuniari e: 
 
1) componenti ed ex componenti del Consiglio di amministrazione di Banca di Cr edito  
Peloritano Spa, ora in a.s.,  
 
- Gennaro Cortucci , € 31.000;  
 
- Giuseppe Amato , € 5.000;  
 
- Rocco Bambaci , € 5.000;  
 
- Enzo Barilà , € 5.000;  
 
- Sergio Bommarito  (in carica fino al 21.3.2019), € 5.000;  
 
- Francesco Ferraù , € 5.000;  
 
- Vincenzo Luscari , € 5.000;  
 
- Marcella Merlo , € 5.000;  
 
- Francesco Sofia , € 5.000;  
 
- Santi Trovato , € 5.000;                                                                         
 
Provvedimenti sanzionatori  
 
 
3 
  
2) Direttore generale di Banca di Credito Peloritano Spa, ora in a.s.,  
 
- Paolino Muscolino , € 30.000;  
 
3) componenti del Collegio sindacale di Banca di Credito Peloritano Spa, ora in a.s.,  
 
- Fabio Pignataro , € 5.000;  
 
- Gianfranco Moschella , € 5.000;  
 
- Daniele Raccuia , € 5.000.",2020-02-23
